sample_id,group,label,ABCA13,ABCA3,ACADL,ACSL1,ACTG2,ACVRL1,ADGB,ADH7,ADM,AFF3,AGBL2,AGER,AK7,ALOX15,AMPD1,ANK2,ANKRD1,ANKRD36B,APLNR,ARMC2,ARMC3,ARMC4,ASPA,ASPN,BPIFA1,BPIFB1,BTNL9,C10ORF107,C11ORF70,C11ORF88,C12ORF75,C1ORF110,C1ORF192,C1ORF194,C1ORF87,C20ORF26,C20ORF85,C6,C6ORF118,C6ORF165,C7ORF63,C9ORF117,C9ORF135,CACNA2D2,CAP2,CAPN13,CAPS,CAPS2,CAPSL,CASC1,CASQ2,CBS,CCDC11,CCDC113,CCDC141,CCDC146,CCDC17,CCDC39,CCDC60,CCDC80,CCL13,CCL18,CD163,CD1C,CD24,CD274,CDH2,CDH3,CDHR3,CERKL,CFH,CHI3L2,CHST9,CLCA2,CLDN1,CLDN8,CLEC4D,CLEC4E,CLIC6,CNTN3,COL14A1,COL15A1,COL17A1,COL1A1,COL1A2,COL3A1,COL6A3,COMP,CP,CPA3,CPB2,CRISPLD1,CRTAC1,CSF3R,CSRNP1,CTSK,CWH43,CXCL13,CXCL14,CXORF22,CYP24A1,DCDC1,DCLK1,DES,DIO2,DLEC1,DNAAF1,DNAH10,DNAH11,DNAH12,DNAH3,DNAH5,DNAH6,DNAH7,DNAH9,DNAI1,DNAJA4,DNALI1,DPY19L2P2,DSC3,DTHD1,DUOX1,DZIP3,ECM2,EFCAB1,EFCAB10,EFHB,EFHC1,EFHC2,ENKUR,EPC1,EPHA3,F2RL3,FAM13C,FAM154B,FAM183A,FAM216B,FAM81B,FAM83D,FANK1,FAP,FASN,FCN3,FGA,FGF14,FGG,FIBIN,FIGF,FKBP5,FLT1,FMO5,FNDC1,FPR1,FPR2,GEM,GLDN,GLT1D1,GLT8D2,GOLM1,GPR4,GPR97,GPX3,GPX8,GRASP,GRIA1,GSTA1,GXYLT2,HAS2,HDC,HECW2,HHIP,HHLA2,HIF3A,HMCN1,HMGCS1,HP,HPGDS,HPSE2,HSD17B13,HSD17B6,HSPA4L,HYDIN,ID1,IGF1,IGJ,IL13RA2,IL18R1,IL18RAP,IL1R2,IL1RL1,IL5RA,IL7R,INMT,IQCG,IQUB,ITGA10,ITGB8,ITLN2,KCNRG,KIAA1324,KIAA1377,KIAA1407,KLHL13,KRT15,KRT5,LAMP5,LEPREL1,LINC00312,LPPR4,LRP2,LRRC17,LRRC32,LRRC46,LRRC48,LRRC6,LRRIQ1,LRRN1,LRRN4,LTBP1,MAP1A,MDH1B,MFSD2A,MGAM,MME,MMP1,MMP13,MMP7,MNS1,MORN5,MS4A15,MS4A2,MSMB,MT1JP,MT1M,MT1X,MUC16,MUC4,MUC5B,MXRA5,MYB,MYH11,MYOCD,NAALADL2,NECAB1,NEK10,NEK11,NEK5,NELL2,NME5,NPR1,NRP2,OGN,ORM1,P2RY1,PACRG,PAMR1,PAPSS2,PCDH7,PDE7B,PDGFRA,PEBP4,PFN2,PGC,PGM5,PIH1D2,PIP,PLA2G1B,PLA2G4F,PLEKHG7,PLLP,PLN,POSTN,PPAP2C,PPIL6,PROK2,PROM1,PRSS12,PRUNE2,PSD3,PTCHD4,PTGFRN,PTPRB,PTX3,RASSF9,RGS22,RNASE2,ROBO2,ROPN1L,RP1,RPGRIP1L,RSPH1,RSPH4A,RTKN2,RXFP1,S100A12,S100A8,S100A9,S1PR1,SCGB1A1,SCGB3A1,SCGB3A2,SCN1A,SDR16C5,SEMA3D,SERPINA3,SERPINB3,SERPINB5,SERPIND1,SERPINE1,SERPINI2,SFRP2,SFRP4,SFTA2,SIX1,SIX4,SLAMF7,SLC11A1,SLC18A2,SLC19A3,SLC27A2,SLC39A8,SLC44A4,SLC6A14,SLC6A4,SLCO2A1,SLCO4A1,SLCO4C1,SLFN13,SLITRK6,SLN,SMAD6,SNTN,SOX2,SPA17,SPAG17,SPAG6,SPATA17,SPATA18,SPEF2,SPP1,SPRY4,ST6GALNAC1,STK33,STOML3,STOX1,SULF1,SULT1B1,SYNPO2,SYTL2,TDO2,TEKT1,TEX9,TGFB3,THBS1,THY1,TMEM100,TMEM2,TMEM212,TMEM232,TMEM45A,TMEM67,TMPRSS4,TNC,TNFRSF19,TP63,TPPP3,TRIM2,TRIM29,TSGA10,TSPAN1,TTC18,TTC25,TTN,UBXN10,VCAM1,VIPR1,VNN2,VSIG1,VTCN1,VWA3A,VWA3B,WDR16,WDR49,WDR63,WDR65,WDR66,WDR78,WDR96,ZBBX,ZBTB16,ZNF385B,ZNF385D,ZNF521
GSM2433119,Control,0,612,14072,5096,7566,3758,15030,540,30,1704,3040,534,121354,506,900,152,1228,22624,1092,2868,830,816,548,410,3938,2,172,19444,732,428,1228,1204,56,710,636,532,202,1296,1056,392,524,2132,782,204,10804,882,1116,6092,950,670,514,312,882,572,810,414,2978,1362,1188,166,1014,74,5482,5324,678,8824,1458,172,158,2614,438,6122,2588,798,34,974,328,22,300,3242,326,3180,2138,48,8360,50338,22888,14030,38,944,3094,3578,616,4694,5648,15338,2476,406,20,518,66,10,18,388,5836,44,1182,1256,1184,848,1208,392,1440,960,662,852,640,2736,2718,438,28,948,10018,2868,3144,1684,166,444,6604,490,700,2176,450,592,610,1140,926,1654,714,324,682,758,6438,4156,1192,1546,10180,2816,316,2864,6776,4092,96,260,90,4222,1250,40,1186,2950,1110,50,64446,1726,6832,3870,780,106,104,2226,7604,2460,490,9822,4610,9068,1152,606,760,1556,3986,226,1174,25680,1454,79104,86,2896,944,80,3436,668,1498,47732,1412,182,4950,1144,4490,338,1270,1916,2732,318,456,162,174,6020,3420,484,288,556,6394,906,1006,700,382,140,1068,5842,760,590,6936,70,7080,36,0,170,914,276,4552,1084,34,24,550,938,40,582,1248,2602,888,15440,402,234,3002,160,1184,228,1390,684,4442,3716,2568,82,530,372,616,17338,714,560,8158,4608,3276,5916,2048,234,42,618,2988,196,6400,1002,36130,766,760,22,442,3586,1172,1876,222,1542,39778,128,788,778,6,3698,498,310,530,1724,1358,73060,3100,36,828,2164,8204,140562,6678,36292,1350,3566,384,500,6,36,36,3236,164,144,1344,6840,376,286,1750,4160,3038,5976,356,39486,2068,1808,4974,14000,132,1788,2184,1868,10,5684,2330,720,672,1086,1660,254,2992,1750,108,7166,632,2110,518,374,1346,104,6458,6136,38,806,334,1946,18774,3234,18644,12772,214,420,1586,2052,54,4334,7084,388,8284,5194,588,642,3166,2064,690,5260,1086,1352,15360,582,38,176,1838,512,646,272,424,664,856,1358,2260,1196,1812,2326,70,2246
GSM2433120,Control,0,1724,29504,5314,14382,1274,6984,1644,4,3282,3326,1154,76132,1714,5234,322,3074,5700,1142,662,1220,2304,2082,428,1390,4,450,14936,1478,1056,2444,2672,88,1526,1452,1272,708,3106,4616,1248,1230,2658,1788,938,13370,904,850,8892,1300,1786,1122,352,644,1516,2462,2120,4144,2438,2300,566,20132,268,3506,14342,858,2920,1528,216,840,6498,774,15064,4830,1302,30,13034,1514,138,1480,5614,508,5962,2434,194,12964,39138,21350,16476,38,3920,4894,4206,1120,8648,5700,33046,3620,742,150,494,374,22,66,2012,5302,100,3674,2906,3476,3188,3024,1684,5658,3644,2620,2458,1518,3952,4632,856,1820,2594,15832,4134,3550,4752,416,1066,8166,1550,2164,2598,612,3020,852,3566,1978,7624,1778,100,886,570,14580,3396,180,692,292,6808,442,6690,5746,6908,490,2248,2314,3392,2734,184,1754,4720,480,570,47514,1518,5530,3692,352,206,1182,2586,2186,2490,1058,4772,4082,7538,30812,944,330,2140,6446,442,4382,8012,1238,126380,274,2596,686,298,1474,1442,2986,33146,3286,372,1412,3872,1606,530,3414,2990,3140,780,568,654,98,5948,1950,486,3450,870,4896,2012,2136,974,1698,314,1174,6142,1794,1498,7490,118,7556,12,2,556,1776,808,2692,2416,12,312,6712,7624,3680,568,116,2334,1638,13196,250,418,2742,660,2702,544,3228,1204,4070,3870,8498,108,350,910,854,11352,786,958,9838,7276,4498,19870,2862,578,104,1066,5734,392,4172,1068,7190,1172,2052,46,470,4378,2004,2542,100,3934,16252,1084,756,1966,44,2200,1204,844,1100,4480,2932,14814,1444,72,3200,4924,8312,254850,4108,91688,2108,6778,2540,6784,0,36,134,3388,362,5682,2040,7720,642,786,1230,6916,4172,3212,678,28650,5240,3046,1824,6826,1150,2356,3028,2052,116,1910,5230,854,1516,4048,3836,672,6352,2302,418,7150,1050,3152,1116,826,8074,48,4332,3078,46,2376,932,2388,65134,952,7374,9924,842,984,2200,2868,62,5132,8128,672,19692,6950,994,1316,8182,2730,1456,17312,3526,3300,4082,594,42,82,2522,1936,1794,798,1304,1948,2294,3058,6002,2810,1820,3274,122,1416
GSM2433121,Control,0,118,14270,3212,11992,1864,11136,282,8,908,3152,332,99366,508,230,230,1910,9396,702,1802,696,504,536,388,2622,0,282,18950,518,520,896,1054,62,642,218,378,124,836,658,352,414,1142,426,160,6910,750,622,2152,482,636,334,924,516,382,592,618,1526,546,1122,100,1382,574,18390,8298,476,11212,2696,86,216,1750,574,6374,4702,416,32,1630,144,140,1246,1750,272,2716,828,26,2910,24716,10480,14374,16,748,9128,3838,482,2808,4210,9232,2798,100,38,106,56,6,18,624,3594,20,636,740,616,504,706,300,1330,722,426,442,306,1810,2218,236,36,564,4548,2296,3062,970,140,410,3182,300,580,1828,302,338,466,644,536,1462,638,244,350,330,3014,11288,202,1014,3676,3808,564,6424,5320,2462,138,1128,580,1708,2046,190,866,2190,564,118,61718,1054,2412,2008,384,114,424,1712,4940,2416,260,4080,3850,13468,968,1528,66,180,3056,316,728,5314,1166,74348,38,2476,752,124,7088,708,5240,25324,1406,176,1162,1534,4106,284,666,1618,1898,296,122,84,102,4552,3656,264,744,324,5526,592,476,430,314,156,686,6064,356,402,2582,280,7584,30,14,1674,832,208,2836,2602,24,18,798,794,32,502,98,2346,556,19242,414,268,1584,114,870,150,1160,770,2872,2502,1902,80,352,228,236,23892,690,460,5572,3866,2294,5262,1966,220,14,360,1786,184,4552,2856,4206,220,886,154,142,2410,1714,1396,486,1272,24586,214,294,528,36,3546,352,248,480,1266,824,54670,2738,290,5192,6152,10994,53750,3330,31646,1480,5330,874,1040,10,16,140,6056,200,728,784,7332,358,234,2792,3202,3958,2492,268,50772,1140,2550,15726,13808,278,2268,2492,1086,44,4276,1900,282,716,732,962,252,2342,1646,1704,4702,576,972,262,244,1520,112,4606,3538,168,610,282,716,16624,486,35444,10538,194,462,1206,1568,42,4936,3632,562,5402,3312,438,448,2112,1068,566,3506,938,2190,14556,752,60,30,760,420,332,290,428,468,698,956,1958,684,930,2096,24,1092
GSM2433122,Control,0,222,90514,2994,39574,5268,11692,122,56,4702,2282,160,39140,196,172,238,8930,1626,748,684,576,114,94,378,3728,152,5496,8496,122,228,106,786,26,500,58,80,40,174,226,46,84,1612,264,52,17516,678,714,1520,280,100,114,756,868,146,358,2266,998,440,678,52,5192,902,26826,42598,788,8354,5700,444,1466,2006,342,15518,7756,162,196,5540,56,280,2244,2496,314,13894,3594,624,84772,132636,125170,68572,1294,3054,6274,2070,316,9782,11390,24880,5364,22,376,208,26,72,10,1306,14244,394,656,526,510,680,226,174,1186,482,290,260,114,2404,2370,170,388,310,11784,1958,3128,228,52,144,3148,200,110,3204,1498,2484,700,192,76,320,162,682,348,1724,20406,18050,2898,450,35522,1682,142,24090,9322,3266,1036,10276,13980,7374,12692,294,1386,4050,1182,686,58060,1432,6316,866,418,262,5980,1294,1624,2568,770,2854,11946,14812,7482,1562,1016,934,2792,416,572,9508,1836,154290,510,2750,1208,680,4328,210,7174,18554,1074,72,1672,5760,460,94,1876,798,1404,244,1022,2172,154,8560,1868,1330,6374,708,22132,222,396,274,142,334,1110,9720,828,184,7558,394,17820,688,196,4674,320,46,1280,788,28,336,10186,12760,320,1686,622,4402,434,39908,726,502,1052,64,702,78,554,268,5348,11570,2660,184,1532,82,1576,16112,1850,486,7952,3978,2006,25558,3762,80,10,720,6956,76,2704,2284,18480,518,496,174,266,1328,2022,4000,346,5116,19902,3454,282,410,176,3236,62,86,392,388,382,4376,898,430,7898,15876,10230,15448,25630,38282,3166,9816,1772,8280,158,392,9146,36730,150,4464,828,7840,70,206,2136,26758,3586,5290,566,31246,2446,10438,632,6642,3074,3560,1742,430,268,2566,226,112,486,248,242,72,1342,628,2512,12964,846,662,66,106,3018,136,6514,5244,1300,110,144,2184,199228,5482,6808,16914,94,108,1262,1018,366,17278,3900,878,9056,3268,368,168,1658,608,256,9706,1002,2966,4128,1338,1664,56,882,98,122,496,124,146,248,350,434,152,4558,4130,110,1502
GSM2433123,Control,0,1250,30930,3054,11478,1514,8968,682,132,1104,2740,704,85626,1036,1678,322,1994,3356,522,654,720,1152,910,314,2450,130,13086,11092,858,560,1214,1116,286,898,784,556,354,1862,1286,490,760,1148,910,410,10766,792,1210,9694,656,1012,580,614,534,746,1216,974,2316,2124,1416,264,2650,468,5184,9198,656,6014,1266,110,606,3798,544,11970,1120,1288,588,2714,278,36,568,3120,272,1878,1540,194,6010,22688,17664,17458,218,3668,5134,2824,462,5186,4236,8770,1556,312,30,296,130,76,18,630,3612,146,1748,1252,1466,1600,1680,1304,2446,1390,1226,1988,732,2370,1948,382,154,1186,13256,2452,2262,2198,194,566,4634,640,1208,2316,658,438,522,1790,896,2650,878,350,730,438,11512,8168,68,696,404,4250,354,3968,4398,4226,200,634,1156,2018,2338,152,932,3390,580,136,36220,1026,3506,2908,2326,168,582,658,3106,1468,314,3696,5516,7156,294,816,238,1330,7414,288,1938,11858,574,71880,20,2582,812,106,3038,1002,3010,14948,1730,264,1348,2504,1454,328,3844,1586,1634,330,1026,1070,54,5002,1994,352,1244,264,8562,1036,1088,554,1098,266,856,5808,1046,636,4928,120,8146,26,8,1272,918,490,3102,1708,1632,26,874,1398,1538,1148,1912,1424,794,17062,402,272,1538,286,1176,228,992,670,3604,4662,2334,36,360,318,972,11630,752,324,6028,5242,2956,11652,2638,364,538,1168,4922,332,3310,1622,4642,554,1182,52,2178,2460,2006,2264,66,1810,15900,178,508,960,26,2832,486,390,470,2098,1330,18490,1168,120,2306,3998,5412,46474,11236,29988,2204,3946,836,1560,80,72,158,2666,198,2998,1552,7878,518,486,1562,6258,2584,1840,388,33176,3840,3720,6664,8230,626,3906,1856,1234,50,5578,2282,696,896,1276,2004,358,2524,1540,128,4092,1186,1174,596,374,1170,46,4174,3378,38,1320,500,1004,30098,586,10782,6788,322,692,1308,1422,314,3064,4472,472,13426,4102,792,544,6294,1450,718,8752,1944,530,8032,412,412,106,1250,912,880,444,608,736,1060,1620,2648,1300,1796,3826,56,970
GSM2433124,Control,0,322,43314,2476,14852,1000,11518,118,6,1556,4086,146,93598,320,248,260,2304,3466,438,630,476,184,206,364,1454,10,2022,11570,218,172,168,442,120,588,96,132,68,366,354,100,138,662,228,56,13792,598,1206,1296,198,122,104,484,760,112,366,1954,730,398,592,72,4824,614,5360,11508,398,5012,3002,72,286,1212,362,10542,1210,128,22,828,66,216,1446,2046,92,2404,1560,138,6330,29532,14864,24176,60,2008,6634,1608,304,5862,12422,22458,1434,52,52,162,32,10,6,836,3774,124,568,216,606,910,324,226,1572,456,358,322,160,1618,1920,146,46,328,9114,1532,3376,326,50,234,2232,184,236,2990,564,542,926,302,150,562,152,148,230,666,21508,8706,1806,386,5296,5986,1396,15890,11272,4456,142,6094,2500,7506,3220,794,846,1874,1306,816,60262,978,3118,2560,202,324,1214,1230,4820,2334,110,3284,7382,13300,2156,802,282,218,3600,174,906,9798,960,85788,18,2456,1164,500,7942,376,6788,24190,718,78,1394,892,1880,70,2644,1094,904,138,220,136,52,5468,1254,432,3046,260,18232,208,342,340,276,196,3234,6942,674,136,4308,2284,10956,22,12,780,356,66,3148,2314,12,50,1380,2420,172,502,406,2170,404,27990,754,450,1230,76,606,96,636,216,4350,10168,2060,148,1050,72,312,18314,676,296,12002,5302,1396,24334,2440,118,12,522,4794,60,3710,1992,2036,322,576,918,188,1338,1180,1768,64,2026,24166,642,648,268,82,2286,178,266,314,382,426,15442,1132,706,9924,20394,12076,16386,1880,10070,1260,4826,836,1994,24,10,358,20956,90,2040,1070,5704,102,148,1664,5384,2496,1396,120,39106,1562,6848,4358,11806,1366,1694,1132,562,20,3598,364,152,384,304,350,122,1020,910,70,5846,390,430,66,192,1242,234,4644,2080,172,246,172,994,77988,464,14858,13464,104,148,762,984,30,5636,3750,202,6568,3024,502,274,1344,442,248,10970,1022,2046,7176,3472,674,22,354,254,196,302,142,210,360,576,516,216,4914,2526,46,856
GSM2433125,Control,0,80,46458,1738,13544,1442,14694,68,4,1754,1380,132,101876,222,182,84,1836,7704,396,910,308,120,136,168,798,16,158,23470,208,198,190,378,16,342,132,120,46,322,182,78,104,680,328,60,13058,224,642,2284,178,152,134,430,1232,162,238,426,578,386,310,78,964,430,25116,19610,336,3356,3968,78,310,766,266,2850,13024,96,26,4110,40,146,714,940,70,1428,430,76,6968,13486,6416,7498,72,464,1942,1978,110,6726,9924,24654,1426,14,6,72,10,24,10,104,6240,60,666,346,360,230,178,142,378,282,150,180,160,1330,1916,96,8,160,7460,1280,900,282,28,160,2374,116,178,1064,206,1516,210,150,214,260,178,226,318,310,9168,19382,2664,510,28368,1066,286,3166,3722,1256,74,2776,1428,1658,3580,144,452,1202,1236,354,56342,416,7348,2486,80,34,466,972,1844,1908,64,3160,1300,8658,1672,952,98,134,4614,84,304,11898,1334,21962,24,1548,754,142,1602,212,1624,16252,750,68,700,2090,1828,116,342,652,1150,98,538,134,56,4580,1618,106,1206,158,17952,322,404,252,70,122,1084,1794,290,134,6322,158,8770,58,18,1152,288,74,2870,516,30,292,4806,2308,26,648,374,856,312,14312,190,132,960,28,424,76,270,252,3728,3260,498,182,208,94,166,10314,270,192,2280,6760,1220,7436,1384,112,40,598,2144,32,3784,926,480,188,374,76,78,722,478,922,232,1226,9308,1424,184,128,34,1062,156,88,150,320,320,21130,922,244,4690,16092,5788,19614,21240,13650,1282,6142,196,1982,6,6,530,24470,78,428,420,7044,66,80,822,22302,1716,4716,116,29046,1298,11986,4712,6676,2950,1298,1176,106,6,2888,302,50,374,122,278,96,674,512,992,10654,402,406,46,56,604,44,2432,1526,76,236,66,960,48080,476,7816,10128,62,120,392,720,40,3690,1406,244,9840,942,376,132,1682,568,268,3274,614,1858,6678,684,96,8,620,118,138,162,86,172,264,328,322,182,906,1158,20,460
GSM2433126,Control,0,64,34566,2284,17876,466,12086,10,0,932,2608,48,45054,176,10,442,2860,2524,428,1846,370,4,36,430,3838,4,0,6096,130,136,16,478,46,352,14,0,20,12,184,4,26,512,66,4,16130,536,448,528,278,2,176,192,546,48,124,1164,632,130,484,18,5084,736,37564,26308,580,2934,1440,58,496,1688,182,17778,3684,2,8,2116,0,386,1554,2742,180,7180,3230,118,16248,44552,35488,35958,736,618,4300,888,464,9352,4254,21588,2516,0,340,392,0,6,4,1480,1634,678,268,62,744,286,30,16,376,258,196,38,6,852,1478,54,8,88,10486,1618,4522,114,34,18,1882,66,18,2746,1242,2240,802,48,18,48,86,82,184,756,13716,4820,126,208,64,3932,554,12972,6086,3786,2890,3646,2138,1484,1782,78,1422,2302,476,166,19722,1028,4188,2404,20,286,2418,550,1974,810,26,1536,7672,6028,1328,740,218,50,5574,120,112,6312,1454,269944,14,1112,658,300,598,176,6180,15906,714,72,920,2852,1400,34,3274,688,938,194,52,30,208,3950,758,694,1162,582,5584,30,238,186,106,374,288,6574,518,94,6260,138,6262,6,2,2392,300,0,1996,720,0,238,6682,10636,16,218,68,3294,380,9816,140,304,2018,12,612,42,280,214,5260,4730,4252,210,676,46,642,10438,550,670,6784,6248,966,35396,2954,84,0,1576,4530,54,2054,554,6282,156,402,62,24,1076,580,3282,38,3036,14020,208,284,190,34,1648,28,154,254,76,134,10946,996,140,3034,5932,7742,98,816,3688,1306,4014,1286,2808,0,4,444,3308,80,3552,3262,6498,14,78,3292,4602,1814,1322,116,28690,958,3584,3222,6130,680,5188,1460,310,74,2958,26,12,400,16,38,70,218,596,74,4484,114,472,0,42,1486,44,3438,2082,260,2,204,1770,40440,2320,6638,7954,46,80,760,820,6,8548,5010,92,12396,4066,82,138,544,274,112,11410,434,1864,3568,592,378,10,192,6,8,206,46,46,86,256,110,4,1744,3134,70,1478
GSM2433127,Control,0,342,24682,3330,16270,4696,15486,304,28,692,3078,380,132442,492,808,290,1286,4518,528,1298,534,552,540,306,1722,0,1442,20344,480,368,690,974,28,760,484,418,220,1126,882,322,366,880,866,290,14618,678,906,5280,452,510,292,1096,904,396,856,592,1562,1128,880,138,6236,522,6980,17912,650,3814,1738,180,398,2270,304,6502,562,392,16,448,292,206,1844,2712,176,3294,1418,28,5366,23932,9986,15082,76,1248,4678,1018,608,3482,6532,15880,2750,116,72,464,36,14,8,600,12526,126,1394,960,1014,926,864,774,1630,702,566,1000,576,2120,1748,320,32,592,12370,1948,2954,1244,110,412,3438,284,692,2196,594,3520,516,752,642,1580,444,586,378,296,14124,19042,6,350,58,5038,390,36400,6018,5522,310,3524,2764,2028,2852,162,806,2470,646,246,55582,912,9108,2940,486,158,196,1396,4184,1300,300,8202,2832,4722,98,650,122,470,4530,168,1122,7628,1366,97178,14,6070,804,402,17172,540,3554,34898,1310,114,2830,1254,3508,210,2390,1160,1616,236,398,94,102,5476,1062,260,390,498,4426,940,868,376,388,228,486,5122,952,452,6386,218,6814,12,4,858,466,322,4544,1034,26,54,2530,3212,96,608,354,1492,876,32632,374,182,1082,116,1028,138,688,468,6194,4204,3860,86,526,260,262,14016,688,260,4942,6648,2242,22754,2508,222,90,792,5940,144,5394,3160,2634,684,840,18,284,1796,1274,1846,66,1660,19384,186,214,512,78,1422,374,254,336,1272,712,18548,1560,142,3170,5382,7864,67372,21126,52206,890,4062,842,1156,30,14,46,2936,122,4922,3368,7866,146,142,1510,8728,2026,3814,266,30058,2168,1506,9390,18032,1464,1424,1318,914,150,2864,1402,238,590,624,918,218,1548,1106,354,6830,826,994,314,256,1552,100,4266,2572,70,864,266,944,26634,1166,21566,9506,298,310,808,1184,148,4612,2506,214,9816,2332,662,468,3170,1090,560,4746,1302,598,18286,500,28,74,1100,386,576,342,328,608,836,1010,1470,738,8712,2834,64,1134
GSM2433128,Control,0,402,10912,2994,10132,2614,8418,514,32,374,2094,754,34624,458,422,74,1058,2306,646,764,656,744,468,504,2866,0,462,19606,480,404,932,1008,56,490,508,370,144,1014,998,388,444,1170,876,230,5820,772,602,2780,606,672,430,882,350,456,664,220,2056,1122,1230,122,2476,126,1198,7172,414,2602,1548,94,116,2880,438,4262,460,684,100,938,374,76,1238,2060,212,3284,1792,46,3780,20984,11326,8704,2,886,3368,1136,282,1334,3510,6476,2892,168,810,74,54,10,16,504,4098,104,1574,1352,978,1046,1110,582,1618,974,894,826,700,2200,1518,402,56,842,6666,2424,2692,1696,128,202,4402,356,662,1412,624,848,540,876,464,1768,564,248,526,430,3890,8828,32,706,128,1978,372,8614,3974,3740,44,1708,1236,1554,4876,136,772,1806,376,66,39022,860,5546,2006,576,136,106,3302,3974,1024,388,5770,2610,6022,2516,1106,240,1320,2316,188,940,7952,2288,14074,10,4266,966,72,5658,654,1904,26750,1454,148,2668,1502,1844,260,1118,2034,2030,254,164,78,90,2310,1728,248,490,380,3120,696,960,494,560,116,310,4688,550,548,3520,190,9260,6,2,338,806,146,1766,2182,14,62,1438,808,48,340,120,1128,1272,20150,748,136,1256,150,1004,216,778,530,2292,3080,4686,56,476,194,208,10862,510,424,3252,1884,2460,7724,2206,280,16,248,2750,210,2318,3360,6912,260,778,14,360,2204,1642,1884,132,1002,20106,174,256,566,30,1396,436,264,496,1324,870,30398,1070,140,2398,3980,4644,98196,3778,32862,642,2288,692,690,8,2,74,2066,360,1084,1018,3094,434,282,1198,11764,4226,3690,366,16998,1348,2138,10150,10256,590,704,1864,1348,34,5130,1600,402,636,986,1370,314,2446,1476,854,3376,464,1154,298,374,1238,154,6276,4340,62,588,322,1178,15840,1040,25642,5140,184,370,734,1520,34,2174,2510,208,4156,2560,312,600,1848,1482,550,3312,1102,734,19128,552,28,88,1808,394,538,470,400,638,848,1068,2556,1342,1858,1990,54,1060
GSM2433129,Control,0,2072,40970,2472,22142,3602,16622,848,132,4006,2362,652,74266,1498,1672,102,3866,836,476,2118,774,1442,650,382,2544,28,21382,8340,1238,848,1398,1688,408,964,804,924,560,1758,1864,684,1024,1220,1372,506,17620,924,952,9254,634,902,836,1500,494,1014,1932,2560,2788,2034,1382,366,7746,914,15202,31504,488,9430,2900,192,688,5522,530,18250,2382,1656,150,3168,474,272,1448,4240,408,9156,1996,96,12658,43352,32494,33426,304,9348,10036,1202,754,6422,6824,20008,5310,374,6,892,276,282,100,1040,8250,270,1576,1748,2688,2330,1786,1950,4772,2494,1560,3560,920,3802,3120,448,42,1638,11088,3388,4828,1964,242,620,4592,1126,1492,3224,504,4400,1190,1674,1002,4530,1038,246,724,928,15784,19932,1204,866,10140,4930,1124,32958,11312,4860,680,3782,3274,3538,3322,306,1366,3498,1108,586,46110,1096,3814,3438,1934,356,2810,1544,5094,1626,500,3088,8390,7122,2376,1498,636,1642,5264,608,3548,5886,944,46348,40,3388,1078,898,12236,928,7828,17934,2202,464,1578,2574,1078,300,2854,1676,1624,500,562,302,106,5398,978,1012,3054,560,18386,1370,1536,624,1616,238,1604,8128,1748,780,5218,844,10462,28,32,916,1284,500,1102,1230,1502,154,7846,13764,2388,2940,7246,3926,586,50458,722,560,1574,530,1764,384,1358,768,6230,6136,7264,92,968,534,746,17544,1258,422,9720,5544,2668,21566,3580,492,414,894,6402,382,3384,4354,2602,994,1750,374,2284,3106,3792,3430,232,2726,22728,1868,462,694,98,2446,586,496,928,2320,1854,9282,1300,1312,10008,17978,17728,73094,25828,12844,896,8212,1924,6768,70,72,214,18962,156,4798,1628,5538,350,452,888,7836,2746,1262,812,45668,5342,6462,6594,15248,3720,2886,2032,1308,20,5746,2638,480,1056,1888,2236,494,3704,2072,1498,8788,1164,1328,582,500,1772,144,6100,3258,526,1686,548,1738,57786,1216,23534,19218,492,640,1524,1932,586,9434,4976,436,15672,4790,864,858,8110,1324,1018,5782,3210,1324,10612,1888,780,286,1060,1518,1100,720,790,1006,1354,2220,3118,1670,8490,3338,112,1386
