gene_set,input_symbol,SYMBOL,ENTREZID,GENENAME
background_gse32537_all_tested_annotated_mrna,XRCC4,XRCC4,7518,X-ray repair cross complementing 4
background_gse32537_all_tested_annotated_mrna,XRRA1,XRRA1,143570,X-ray radiation resistance associated 1
background_gse32537_all_tested_annotated_mrna,XYLT1,XYLT1,64131,xylosyltransferase 1
background_gse32537_all_tested_annotated_mrna,YAE1D1,YAE1D1,,
background_gse32537_all_tested_annotated_mrna,YARS,YARS,,
background_gse32537_all_tested_annotated_mrna,YBX1P2,YBX1P2,646531,Y-box binding protein 1 pseudogene 2
background_gse32537_all_tested_annotated_mrna,YBX3,YBX3,8531,Y-box binding protein 3
background_gse32537_all_tested_annotated_mrna,YEATS4,YEATS4,8089,YEATS domain containing 4
background_gse32537_all_tested_annotated_mrna,YES1,YES1,7525,"YES proto-oncogene 1, Src family tyrosine kinase"
background_gse32537_all_tested_annotated_mrna,YIF1A,YIF1A,10897,"Yip1 interacting factor homolog A, membrane trafficking protein"
background_gse32537_all_tested_annotated_mrna,YIPF4,YIPF4,84272,Yip1 domain family member 4
background_gse32537_all_tested_annotated_mrna,YKT6,YKT6,10652,YKT6 vesicular SNARE protein
background_gse32537_all_tested_annotated_mrna,YLPM1,YLPM1,56252,YLP motif containing 1
background_gse32537_all_tested_annotated_mrna,YPEL1,YPEL1,29799,yippee like 1
background_gse32537_all_tested_annotated_mrna,YRDC,YRDC,79693,yrdC N6-threonylcarbamoyltransferase domain containing
background_gse32537_all_tested_annotated_mrna,YTHDC2,YTHDC2,64848,YTH N6-methyladenosine RNA binding protein C2
background_gse32537_all_tested_annotated_mrna,ZAK,ZAK,,
background_gse32537_all_tested_annotated_mrna,ZAP70,ZAP70,7535,zeta chain of T cell receptor associated protein kinase 70
background_gse32537_all_tested_annotated_mrna,ZBBX,ZBBX,79740,zinc finger B-box domain containing
background_gse32537_all_tested_annotated_mrna,ZBED2,ZBED2,79413,zinc finger BED-type containing 2
background_gse32537_all_tested_annotated_mrna,ZBED5,ZBED5,58486,zinc finger BED-type containing 5
background_gse32537_all_tested_annotated_mrna,ZBED8,ZBED8,,
background_gse32537_all_tested_annotated_mrna,ZBP1,ZBP1,81030,Z-DNA binding protein 1
background_gse32537_all_tested_annotated_mrna,ZBTB1,ZBTB1,22890,zinc finger and BTB domain containing 1
background_gse32537_all_tested_annotated_mrna,ZBTB10,ZBTB10,65986,zinc finger and BTB domain containing 10
background_gse32537_all_tested_annotated_mrna,ZBTB16,ZBTB16,7704,zinc finger and BTB domain containing 16
background_gse32537_all_tested_annotated_mrna,ZBTB20,ZBTB20,26137,zinc finger and BTB domain containing 20
background_gse32537_all_tested_annotated_mrna,ZBTB21,ZBTB21,49854,zinc finger and BTB domain containing 21
background_gse32537_all_tested_annotated_mrna,ZBTB24,ZBTB24,9841,zinc finger and BTB domain containing 24
background_gse32537_all_tested_annotated_mrna,ZBTB34,ZBTB34,403341,zinc finger and BTB domain containing 34
background_gse32537_all_tested_annotated_mrna,ZBTB37,ZBTB37,84614,zinc finger and BTB domain containing 37
background_gse32537_all_tested_annotated_mrna,ZBTB41,ZBTB41,360023,zinc finger and BTB domain containing 41
background_gse32537_all_tested_annotated_mrna,ZBTB42,ZBTB42,100128927,zinc finger and BTB domain containing 42
background_gse32537_all_tested_annotated_mrna,ZBTB7C,ZBTB7C,201501,zinc finger and BTB domain containing 7C
background_gse32537_all_tested_annotated_mrna,ZBTB8OS,ZBTB8OS,339487,zinc finger and BTB domain containing 8 opposite strand
background_gse32537_all_tested_annotated_mrna,ZBTB8OSP2,ZBTB8OSP2,729898,zinc finger and BTB domain containing 8 opposite strand pseudogene 2
background_gse32537_all_tested_annotated_mrna,ZBTB9,ZBTB9,221504,zinc finger and BTB domain containing 9
background_gse32537_all_tested_annotated_mrna,ZC2HC1A,ZC2HC1A,51101,zinc finger C2HC-type containing 1A
background_gse32537_all_tested_annotated_mrna,ZC2HC1C,ZC2HC1C,79696,zinc finger C2HC-type containing 1C
background_gse32537_all_tested_annotated_mrna,ZC3H12A,ZC3H12A,80149,zinc finger CCCH-type containing 12A
background_gse32537_all_tested_annotated_mrna,ZC3H12C,ZC3H12C,85463,zinc finger CCCH-type containing 12C
background_gse32537_all_tested_annotated_mrna,ZC3H15,ZC3H15,55854,zinc finger CCCH-type containing 15
background_gse32537_all_tested_annotated_mrna,ZC3H6,ZC3H6,376940,zinc finger CCCH-type containing 6
background_gse32537_all_tested_annotated_mrna,ZC3H8,ZC3H8,84524,zinc finger CCCH-type containing 8
background_gse32537_all_tested_annotated_mrna,ZCCHC11,ZCCHC11,,
background_gse32537_all_tested_annotated_mrna,ZCCHC14,ZCCHC14,23174,zinc finger CCHC-type containing 14
background_gse32537_all_tested_annotated_mrna,ZCCHC2,ZCCHC2,54877,zinc finger CCHC-type containing 2
background_gse32537_all_tested_annotated_mrna,ZCRB1,ZCRB1,85437,zinc finger CCHC-type and RNA binding motif containing 1
background_gse32537_all_tested_annotated_mrna,ZDBF2,ZDBF2,57683,zinc finger DBF-type containing 2
background_gse32537_all_tested_annotated_mrna,ZDHHC1,ZDHHC1,29800,zDHHC palmitoyltransferase 1
background_gse32537_all_tested_annotated_mrna,ZDHHC11,ZDHHC11,79844,zDHHC palmitoyltransferase 11
background_gse32537_all_tested_annotated_mrna,ZDHHC13,ZDHHC13,54503,zDHHC palmitoyltransferase 13
background_gse32537_all_tested_annotated_mrna,ZDHHC14,ZDHHC14,79683,zDHHC palmitoyltransferase 14
background_gse32537_all_tested_annotated_mrna,ZDHHC2,ZDHHC2,51201,zDHHC palmitoyltransferase 2
background_gse32537_all_tested_annotated_mrna,ZDHHC21,ZDHHC21,340481,zDHHC palmitoyltransferase 21
background_gse32537_all_tested_annotated_mrna,ZDHHC23,ZDHHC23,254887,zDHHC palmitoyltransferase 23
background_gse32537_all_tested_annotated_mrna,ZDHHC3,ZDHHC3,51304,zDHHC palmitoyltransferase 3
background_gse32537_all_tested_annotated_mrna,ZDHHC8P1,ZDHHC8P1,,
background_gse32537_all_tested_annotated_mrna,ZDHHC9,ZDHHC9,51114,zDHHC palmitoyltransferase 9
background_gse32537_all_tested_annotated_mrna,ZEB1,ZEB1,6935,zinc finger E-box binding homeobox 1
background_gse32537_all_tested_annotated_mrna,ZEB2,ZEB2,9839,zinc finger E-box binding homeobox 2
background_gse32537_all_tested_annotated_mrna,ZFAND1,ZFAND1,79752,zinc finger AN1-type containing 1
background_gse32537_all_tested_annotated_mrna,ZFAND2A,ZFAND2A,90637,zinc finger AN1-type containing 2A
background_gse32537_all_tested_annotated_mrna,ZFAND5,ZFAND5,7763,zinc finger AN1-type containing 5
background_gse32537_all_tested_annotated_mrna,ZFAT,ZFAT,57623,zinc finger and AT-hook domain containing
background_gse32537_all_tested_annotated_mrna,ZFC3H1,ZFC3H1,196441,zinc finger C3H1-type containing
background_gse32537_all_tested_annotated_mrna,ZFHX2,ZFHX2,85446,zinc finger homeobox 2
background_gse32537_all_tested_annotated_mrna,ZFHX3,ZFHX3,463,zinc finger homeobox 3
background_gse32537_all_tested_annotated_mrna,ZFP14,ZFP14,57677,ZFP14 zinc finger protein
background_gse32537_all_tested_annotated_mrna,ZFP3,ZFP3,124961,ZFP3 zinc finger protein
background_gse32537_all_tested_annotated_mrna,ZFP30,ZFP30,22835,ZFP30 zinc finger protein
background_gse32537_all_tested_annotated_mrna,ZFP36,ZFP36,7538,ZFP36 zinc finger CCCH-type
background_gse32537_all_tested_annotated_mrna,ZFP36L2,ZFP36L2,678,ZFP36 like 2 zinc finger CCCH-type
background_gse32537_all_tested_annotated_mrna,ZFP37,ZFP37,7539,ZFP37 zinc finger protein
background_gse32537_all_tested_annotated_mrna,ZFP57,ZFP57,346171,ZFP57 zinc finger protein
background_gse32537_all_tested_annotated_mrna,ZFP62,ZFP62,643836,ZFP62 zinc finger protein
background_gse32537_all_tested_annotated_mrna,ZFP82,ZFP82,284406,ZFP82 zinc finger protein
background_gse32537_all_tested_annotated_mrna,ZFPM2,ZFPM2,23414,"zinc finger protein, FOG family member 2"
background_gse32537_all_tested_annotated_mrna,ZFX,ZFX,7543,zinc finger protein X-linked
background_gse32537_all_tested_annotated_mrna,ZFY,ZFY,7544,zinc finger protein Y-linked
background_gse32537_all_tested_annotated_mrna,ZFYVE16,ZFYVE16,9765,zinc finger FYVE-type containing 16
background_gse32537_all_tested_annotated_mrna,ZFYVE9,ZFYVE9,9372,zinc finger FYVE-type containing 9
background_gse32537_all_tested_annotated_mrna,ZGRF1,ZGRF1,55345,zinc finger GRF-type containing 1
background_gse32537_all_tested_annotated_mrna,ZHX3,ZHX3,23051,zinc fingers and homeoboxes 3
background_gse32537_all_tested_annotated_mrna,ZKSCAN1,ZKSCAN1,7586,zinc finger with KRAB and SCAN domains 1
background_gse32537_all_tested_annotated_mrna,ZKSCAN3,ZKSCAN3,80317,zinc finger with KRAB and SCAN domains 3
background_gse32537_all_tested_annotated_mrna,ZKSCAN8,ZKSCAN8,7745,zinc finger with KRAB and SCAN domains 8
background_gse32537_all_tested_annotated_mrna,ZMAT1,ZMAT1,84460,zinc finger matrin-type 1
background_gse32537_all_tested_annotated_mrna,ZMAT2,ZMAT2,153527,zinc finger matrin-type 2
background_gse32537_all_tested_annotated_mrna,ZMAT3,ZMAT3,64393,zinc finger matrin-type 3
background_gse32537_all_tested_annotated_mrna,ZMPSTE24,ZMPSTE24,10269,zinc metallopeptidase STE24
background_gse32537_all_tested_annotated_mrna,ZMYM1,ZMYM1,79830,zinc finger MYM-type containing 1
background_gse32537_all_tested_annotated_mrna,ZMYND10,ZMYND10,51364,zinc finger MYND-type containing 10
background_gse32537_all_tested_annotated_mrna,ZMYND12,ZMYND12,84217,zinc finger MYND-type containing 12
background_gse32537_all_tested_annotated_mrna,ZMYND8,ZMYND8,23613,zinc finger MYND-type containing 8
background_gse32537_all_tested_annotated_mrna,ZNF10,ZNF10,7556,zinc finger protein 10
background_gse32537_all_tested_annotated_mrna,ZNF100,ZNF100,163227,zinc finger protein 100
background_gse32537_all_tested_annotated_mrna,ZNF101,ZNF101,94039,zinc finger protein 101
background_gse32537_all_tested_annotated_mrna,ZNF106,ZNF106,64397,zinc finger protein 106
background_gse32537_all_tested_annotated_mrna,ZNF107,ZNF107,51427,zinc finger protein 107
background_gse32537_all_tested_annotated_mrna,ZNF117,ZNF117,51351,zinc finger protein 117
background_gse32537_all_tested_annotated_mrna,ZNF124,ZNF124,7678,zinc finger protein 124
background_gse32537_all_tested_annotated_mrna,ZNF131,ZNF131,7690,zinc finger protein 131
background_gse32537_all_tested_annotated_mrna,ZNF134,ZNF134,7693,zinc finger protein 134
background_gse32537_all_tested_annotated_mrna,ZNF135,ZNF135,7694,zinc finger protein 135
background_gse32537_all_tested_annotated_mrna,ZNF137P,ZNF137P,7696,"zinc finger protein 137, pseudogene"
background_gse32537_all_tested_annotated_mrna,ZNF138,ZNF138,7697,zinc finger protein 138
background_gse32537_all_tested_annotated_mrna,ZNF14,ZNF14,7561,zinc finger protein 14
background_gse32537_all_tested_annotated_mrna,ZNF141,ZNF141,7700,zinc finger protein 141
background_gse32537_all_tested_annotated_mrna,ZNF143,ZNF143,7702,zinc finger protein 143
background_gse32537_all_tested_annotated_mrna,ZNF146,ZNF146,7705,zinc finger protein 146
background_gse32537_all_tested_annotated_mrna,ZNF154,ZNF154,7710,zinc finger protein 154
background_gse32537_all_tested_annotated_mrna,ZNF17,ZNF17,7565,zinc finger protein 17
background_gse32537_all_tested_annotated_mrna,ZNF174,ZNF174,7727,zinc finger protein 174
background_gse32537_all_tested_annotated_mrna,ZNF177,ZNF177,7730,zinc finger protein 177
background_gse32537_all_tested_annotated_mrna,ZNF180,ZNF180,7733,zinc finger protein 180
background_gse32537_all_tested_annotated_mrna,ZNF181,ZNF181,339318,zinc finger protein 181
background_gse32537_all_tested_annotated_mrna,ZNF184,ZNF184,7738,zinc finger protein 184
background_gse32537_all_tested_annotated_mrna,ZNF189,ZNF189,7743,zinc finger protein 189
background_gse32537_all_tested_annotated_mrna,ZNF19,ZNF19,7567,zinc finger protein 19
background_gse32537_all_tested_annotated_mrna,ZNF195,ZNF195,7748,zinc finger protein 195
background_gse32537_all_tested_annotated_mrna,ZNF20,ZNF20,7568,zinc finger protein 20
background_gse32537_all_tested_annotated_mrna,ZNF204P,ZNF204P,7754,"zinc finger protein 204, pseudogene"
background_gse32537_all_tested_annotated_mrna,ZNF208,ZNF208,7757,zinc finger protein 208
background_gse32537_all_tested_annotated_mrna,ZNF211,ZNF211,10520,zinc finger protein 211
background_gse32537_all_tested_annotated_mrna,ZNF214,ZNF214,7761,zinc finger protein 214
background_gse32537_all_tested_annotated_mrna,ZNF215,ZNF215,7762,zinc finger protein 215
background_gse32537_all_tested_annotated_mrna,ZNF217,ZNF217,7764,zinc finger protein 217
background_gse32537_all_tested_annotated_mrna,ZNF22,ZNF22,7570,zinc finger protein 22
background_gse32537_all_tested_annotated_mrna,ZNF224,ZNF224,7767,zinc finger protein 224
background_gse32537_all_tested_annotated_mrna,ZNF230,ZNF230,7773,zinc finger protein 230
background_gse32537_all_tested_annotated_mrna,ZNF232,ZNF232,7775,zinc finger protein 232
background_gse32537_all_tested_annotated_mrna,ZNF234,ZNF234,10780,zinc finger protein 234
background_gse32537_all_tested_annotated_mrna,ZNF248,ZNF248,57209,zinc finger protein 248
background_gse32537_all_tested_annotated_mrna,ZNF25,ZNF25,219749,zinc finger protein 25
background_gse32537_all_tested_annotated_mrna,ZNF252P,ZNF252P,286101,"zinc finger protein 252, pseudogene"
background_gse32537_all_tested_annotated_mrna,ZNF253,ZNF253,56242,zinc finger protein 253
background_gse32537_all_tested_annotated_mrna,ZNF254,ZNF254,9534,zinc finger protein 254
background_gse32537_all_tested_annotated_mrna,ZNF257,ZNF257,113835,zinc finger protein 257
background_gse32537_all_tested_annotated_mrna,ZNF26,ZNF26,7574,zinc finger protein 26
background_gse32537_all_tested_annotated_mrna,ZNF260,ZNF260,339324,zinc finger protein 260
background_gse32537_all_tested_annotated_mrna,ZNF266,ZNF266,10781,zinc finger protein 266
background_gse32537_all_tested_annotated_mrna,ZNF267,ZNF267,10308,zinc finger protein 267
background_gse32537_all_tested_annotated_mrna,ZNF273,ZNF273,10793,zinc finger protein 273
background_gse32537_all_tested_annotated_mrna,ZNF277,ZNF277,11179,zinc finger protein 277
background_gse32537_all_tested_annotated_mrna,ZNF28,ZNF28,7576,zinc finger protein 28
background_gse32537_all_tested_annotated_mrna,ZNF280C,ZNF280C,55609,zinc finger protein 280C
background_gse32537_all_tested_annotated_mrna,ZNF280D,ZNF280D,54816,zinc finger protein 280D
background_gse32537_all_tested_annotated_mrna,ZNF283,ZNF283,284349,zinc finger protein 283
background_gse32537_all_tested_annotated_mrna,ZNF284,ZNF284,342909,zinc finger protein 284
background_gse32537_all_tested_annotated_mrna,ZNF285,ZNF285,26974,zinc finger protein 285
background_gse32537_all_tested_annotated_mrna,ZNF286A,ZNF286A,57335,zinc finger protein 286A
background_gse32537_all_tested_annotated_mrna,ZNF287,ZNF287,57336,zinc finger protein 287
background_gse32537_all_tested_annotated_mrna,ZNF292,ZNF292,23036,zinc finger protein 292
background_gse32537_all_tested_annotated_mrna,ZNF296,ZNF296,162979,zinc finger protein 296
background_gse32537_all_tested_annotated_mrna,ZNF300,ZNF300,91975,zinc finger protein 300
background_gse32537_all_tested_annotated_mrna,ZNF300P1,ZNF300P1,134466,zinc finger protein 300 pseudogene 1
background_gse32537_all_tested_annotated_mrna,ZNF302,ZNF302,55900,zinc finger protein 302
background_gse32537_all_tested_annotated_mrna,ZNF304,ZNF304,57343,zinc finger protein 304
background_gse32537_all_tested_annotated_mrna,ZNF316,ZNF316,100131017,zinc finger protein 316
background_gse32537_all_tested_annotated_mrna,ZNF32,ZNF32,7580,zinc finger protein 32
background_gse32537_all_tested_annotated_mrna,ZNF320,ZNF320,162967,zinc finger protein 320
background_gse32537_all_tested_annotated_mrna,ZNF322,ZNF322,79692,zinc finger protein 322
background_gse32537_all_tested_annotated_mrna,ZNF326,ZNF326,284695,zinc finger protein 326
background_gse32537_all_tested_annotated_mrna,ZNF331,ZNF331,55422,zinc finger protein 331
background_gse32537_all_tested_annotated_mrna,ZNF334,ZNF334,55713,zinc finger protein 334
background_gse32537_all_tested_annotated_mrna,ZNF33A,ZNF33A,7581,zinc finger protein 33A
background_gse32537_all_tested_annotated_mrna,ZNF33B,ZNF33B,7582,zinc finger protein 33B
background_gse32537_all_tested_annotated_mrna,ZNF345,ZNF345,25850,zinc finger protein 345
background_gse32537_all_tested_annotated_mrna,ZNF347,ZNF347,84671,zinc finger protein 347
background_gse32537_all_tested_annotated_mrna,ZNF350,ZNF350,59348,zinc finger protein 350
background_gse32537_all_tested_annotated_mrna,ZNF354B,ZNF354B,117608,zinc finger protein 354B
background_gse32537_all_tested_annotated_mrna,ZNF366,ZNF366,167465,zinc finger protein 366
background_gse32537_all_tested_annotated_mrna,ZNF37BP,ZNF37BP,100129482,"zinc finger protein 37B, pseudogene"
background_gse32537_all_tested_annotated_mrna,ZNF382,ZNF382,84911,zinc finger protein 382
background_gse32537_all_tested_annotated_mrna,ZNF383,ZNF383,163087,zinc finger protein 383
background_gse32537_all_tested_annotated_mrna,ZNF384,ZNF384,171017,zinc finger protein 384
background_gse32537_all_tested_annotated_mrna,ZNF385B,ZNF385B,151126,zinc finger protein 385B
background_gse32537_all_tested_annotated_mrna,ZNF385D,ZNF385D,79750,zinc finger protein 385D
background_gse32537_all_tested_annotated_mrna,ZNF397,ZNF397,84307,zinc finger protein 397
background_gse32537_all_tested_annotated_mrna,ZNF404,ZNF404,342908,zinc finger protein 404
background_gse32537_all_tested_annotated_mrna,ZNF415,ZNF415,55786,zinc finger protein 415
background_gse32537_all_tested_annotated_mrna,ZNF420,ZNF420,147923,zinc finger protein 420
background_gse32537_all_tested_annotated_mrna,ZNF423,ZNF423,23090,zinc finger protein 423
background_gse32537_all_tested_annotated_mrna,ZNF429,ZNF429,353088,zinc finger protein 429
background_gse32537_all_tested_annotated_mrna,ZNF43,ZNF43,7594,zinc finger protein 43
background_gse32537_all_tested_annotated_mrna,ZNF431,ZNF431,170959,zinc finger protein 431
background_gse32537_all_tested_annotated_mrna,ZNF432,ZNF432,9668,zinc finger protein 432
background_gse32537_all_tested_annotated_mrna,ZNF436,ZNF436,80818,zinc finger protein 436
