gene_set,input_symbol,SYMBOL,ENTREZID,GENENAME
background_gse32537_all_tested_annotated_mrna,LRMP,LRMP,,
background_gse32537_all_tested_annotated_mrna,LRP1,LRP1,4035,LDL receptor related protein 1
background_gse32537_all_tested_annotated_mrna,LRP10,LRP10,26020,LDL receptor related protein 10
background_gse32537_all_tested_annotated_mrna,LRP11,LRP11,84918,LDL receptor related protein 11
background_gse32537_all_tested_annotated_mrna,LRP12,LRP12,29967,LDL receptor related protein 12
background_gse32537_all_tested_annotated_mrna,LRP2,LRP2,4036,LDL receptor related protein 2
background_gse32537_all_tested_annotated_mrna,LRP2BP,LRP2BP,55805,LRP2 binding protein
background_gse32537_all_tested_annotated_mrna,LRP4,LRP4,4038,LDL receptor related protein 4
background_gse32537_all_tested_annotated_mrna,LRP6,LRP6,4040,LDL receptor related protein 6
background_gse32537_all_tested_annotated_mrna,LRP8,LRP8,7804,LDL receptor related protein 8
background_gse32537_all_tested_annotated_mrna,LRPAP1,LRPAP1,4043,LDL receptor related protein associated protein 1
background_gse32537_all_tested_annotated_mrna,LRRC1,LRRC1,55227,leucine rich repeat containing 1
background_gse32537_all_tested_annotated_mrna,LRRC15,LRRC15,131578,leucine rich repeat containing 15
background_gse32537_all_tested_annotated_mrna,LRRC16A,LRRC16A,,
background_gse32537_all_tested_annotated_mrna,LRRC17,LRRC17,10234,leucine rich repeat containing 17
background_gse32537_all_tested_annotated_mrna,LRRC18,LRRC18,474354,leucine rich repeat containing 18
background_gse32537_all_tested_annotated_mrna,LRRC23,LRRC23,10233,leucine rich repeat containing 23
background_gse32537_all_tested_annotated_mrna,LRRC24,LRRC24,441381,leucine rich repeat containing 24
background_gse32537_all_tested_annotated_mrna,LRRC25,LRRC25,126364,leucine rich repeat containing 25
background_gse32537_all_tested_annotated_mrna,LRRC27,LRRC27,80313,leucine rich repeat containing 27
background_gse32537_all_tested_annotated_mrna,LRRC31,LRRC31,79782,leucine rich repeat containing 31
background_gse32537_all_tested_annotated_mrna,LRRC32,LRRC32,2615,leucine rich repeat containing 32
background_gse32537_all_tested_annotated_mrna,LRRC34,LRRC34,151827,leucine rich repeat containing 34
background_gse32537_all_tested_annotated_mrna,LRRC36,LRRC36,55282,leucine rich repeat containing 36
background_gse32537_all_tested_annotated_mrna,LRRC37A16P,LRRC37A16P,651250,"leucine rich repeat containing 37 member A16, pseudogene"
background_gse32537_all_tested_annotated_mrna,LRRC37A2,LRRC37A2,474170,leucine rich repeat containing 37 member A2
background_gse32537_all_tested_annotated_mrna,LRRC37A4P,LRRC37A4P,55073,"leucine rich repeat containing 37 member A4, pseudogene"
background_gse32537_all_tested_annotated_mrna,LRRC37B,LRRC37B,114659,leucine rich repeat containing 37B
background_gse32537_all_tested_annotated_mrna,LRRC4,LRRC4,64101,leucine rich repeat containing 4
background_gse32537_all_tested_annotated_mrna,LRRC40,LRRC40,55631,leucine rich repeat containing 40
background_gse32537_all_tested_annotated_mrna,LRRC43,LRRC43,254050,leucine rich repeat containing 43
background_gse32537_all_tested_annotated_mrna,LRRC46,LRRC46,90506,leucine rich repeat containing 46
background_gse32537_all_tested_annotated_mrna,LRRC48,LRRC48,,
background_gse32537_all_tested_annotated_mrna,LRRC49,LRRC49,54839,leucine rich repeat containing 49
background_gse32537_all_tested_annotated_mrna,LRRC4B,LRRC4B,94030,leucine rich repeat containing 4B
background_gse32537_all_tested_annotated_mrna,LRRC4C,LRRC4C,57689,leucine rich repeat containing 4C
background_gse32537_all_tested_annotated_mrna,LRRC55,LRRC55,219527,leucine rich repeat containing 55
background_gse32537_all_tested_annotated_mrna,LRRC59,LRRC59,55379,leucine rich repeat containing 59
background_gse32537_all_tested_annotated_mrna,LRRC6,LRRC6,,
background_gse32537_all_tested_annotated_mrna,LRRC63,LRRC63,220416,leucine rich repeat containing 63
background_gse32537_all_tested_annotated_mrna,LRRC70,LRRC70,100130733,leucine rich repeat containing 70
background_gse32537_all_tested_annotated_mrna,LRRC71,LRRC71,149499,leucine rich repeat containing 71
background_gse32537_all_tested_annotated_mrna,LRRC8A,LRRC8A,56262,leucine rich repeat containing 8 VRAC subunit A
background_gse32537_all_tested_annotated_mrna,LRRCC1,LRRCC1,85444,leucine rich repeat and coiled-coil centrosomal protein 1
background_gse32537_all_tested_annotated_mrna,LRRFIP1,LRRFIP1,9208,LRR binding FLII interacting protein 1
background_gse32537_all_tested_annotated_mrna,LRRFIP2,LRRFIP2,9209,LRR binding FLII interacting protein 2
background_gse32537_all_tested_annotated_mrna,LRRIQ1,LRRIQ1,84125,leucine rich repeats and IQ motif containing 1
background_gse32537_all_tested_annotated_mrna,LRRIQ3,LRRIQ3,127255,leucine rich repeats and IQ motif containing 3
background_gse32537_all_tested_annotated_mrna,LRRK1,LRRK1,79705,leucine rich repeat kinase 1
background_gse32537_all_tested_annotated_mrna,LRRK2,LRRK2,120892,leucine rich repeat kinase 2
background_gse32537_all_tested_annotated_mrna,LRRN1,LRRN1,57633,leucine rich repeat neuronal 1
background_gse32537_all_tested_annotated_mrna,LRRN3,LRRN3,54674,leucine rich repeat neuronal 3
background_gse32537_all_tested_annotated_mrna,LRRN4,LRRN4,164312,leucine rich repeat neuronal 4
background_gse32537_all_tested_annotated_mrna,LRRN4CL,LRRN4CL,221091,LRRN4 C-terminal like
background_gse32537_all_tested_annotated_mrna,LRRTM4,LRRTM4,80059,leucine rich repeat transmembrane neuronal 4
background_gse32537_all_tested_annotated_mrna,LRTOMT,LRTOMT,220074,leucine rich transmembrane and O-methyltransferase domain containing
background_gse32537_all_tested_annotated_mrna,LRWD1,LRWD1,222229,leucine rich repeats and WD repeat domain containing 1
background_gse32537_all_tested_annotated_mrna,LSAMP,LSAMP,4045,limbic system associated membrane protein
background_gse32537_all_tested_annotated_mrna,LSM14B,LSM14B,149986,LSM family member 14B
background_gse32537_all_tested_annotated_mrna,LSM3,LSM3,27258,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
background_gse32537_all_tested_annotated_mrna,LSM5,LSM5,23658,"LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated"
background_gse32537_all_tested_annotated_mrna,LSM6,LSM6,11157,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
background_gse32537_all_tested_annotated_mrna,LSP1,LSP1,4046,lymphocyte specific protein 1
background_gse32537_all_tested_annotated_mrna,LSR,LSR,51599,lipolysis stimulated lipoprotein receptor
background_gse32537_all_tested_annotated_mrna,LSS,LSS,4047,lanosterol synthase
background_gse32537_all_tested_annotated_mrna,LST1,LST1,7940,leukocyte specific transcript 1
background_gse32537_all_tested_annotated_mrna,LTA4H,LTA4H,4048,leukotriene A4 hydrolase
background_gse32537_all_tested_annotated_mrna,LTBP1,LTBP1,4052,latent transforming growth factor beta binding protein 1
background_gse32537_all_tested_annotated_mrna,LTBP2,LTBP2,4053,latent transforming growth factor beta binding protein 2
background_gse32537_all_tested_annotated_mrna,LTBP3,LTBP3,4054,latent transforming growth factor beta binding protein 3
background_gse32537_all_tested_annotated_mrna,LTBP4,LTBP4,8425,latent transforming growth factor beta binding protein 4
background_gse32537_all_tested_annotated_mrna,LTBR,LTBR,4055,lymphotoxin beta receptor
background_gse32537_all_tested_annotated_mrna,LTC4S,LTC4S,4056,leukotriene C4 synthase
background_gse32537_all_tested_annotated_mrna,LTF,LTF,4057,lactotransferrin
background_gse32537_all_tested_annotated_mrna,LTK,LTK,4058,leukocyte receptor tyrosine kinase
background_gse32537_all_tested_annotated_mrna,LTV1,LTV1,84946,LTV1 ribosome biogenesis factor
background_gse32537_all_tested_annotated_mrna,LUC7L,LUC7L,55692,LUC7 like
background_gse32537_all_tested_annotated_mrna,LUC7L3,LUC7L3,51747,LUC7 like 3 pre-mRNA splicing factor
background_gse32537_all_tested_annotated_mrna,LUM,LUM,4060,lumican
background_gse32537_all_tested_annotated_mrna,LURAP1,LURAP1,541468,leucine rich adaptor protein 1
background_gse32537_all_tested_annotated_mrna,LURAP1L,LURAP1L,286343,leucine rich adaptor protein 1 like
background_gse32537_all_tested_annotated_mrna,LUZP1,LUZP1,7798,leucine zipper protein 1
background_gse32537_all_tested_annotated_mrna,LUZP2,LUZP2,338645,leucine zipper protein 2
background_gse32537_all_tested_annotated_mrna,LXN,LXN,56925,latexin
background_gse32537_all_tested_annotated_mrna,LY6E,LY6E,4061,lymphocyte antigen 6 family member E
background_gse32537_all_tested_annotated_mrna,LY6G5B,LY6G5B,58496,lymphocyte antigen 6 family member G5B
background_gse32537_all_tested_annotated_mrna,LY6G6E,LY6G6E,79136,lymphocyte antigen 6 family member G6E (pseudogene)
background_gse32537_all_tested_annotated_mrna,LY75-CD302,LY75-CD302,100526664,LY75-CD302 readthrough
background_gse32537_all_tested_annotated_mrna,LY86,LY86,9450,lymphocyte antigen 86
background_gse32537_all_tested_annotated_mrna,LY86-AS1,LY86-AS1,285780,LY86 antisense RNA 1
background_gse32537_all_tested_annotated_mrna,LY9,LY9,4063,lymphocyte antigen 9
background_gse32537_all_tested_annotated_mrna,LY96,LY96,23643,lymphocyte antigen 96
background_gse32537_all_tested_annotated_mrna,LYAR,LYAR,55646,Ly1 antibody reactive
background_gse32537_all_tested_annotated_mrna,LYN,LYN,4067,"LYN proto-oncogene, Src family tyrosine kinase"
background_gse32537_all_tested_annotated_mrna,LYPD2,LYPD2,137797,LY6/PLAUR domain containing 2
background_gse32537_all_tested_annotated_mrna,LYPD5,LYPD5,284348,LY6/PLAUR domain containing 5
background_gse32537_all_tested_annotated_mrna,LYPD6B,LYPD6B,130576,LY6/PLAUR domain containing 6B
background_gse32537_all_tested_annotated_mrna,LYPLA1,LYPLA1,10434,lysophospholipase 1
background_gse32537_all_tested_annotated_mrna,LYPLA2,LYPLA2,11313,lysophospholipase 2
background_gse32537_all_tested_annotated_mrna,LYPLAL1,LYPLAL1,127018,lysophospholipase like 1
background_gse32537_all_tested_annotated_mrna,LYRM2,LYRM2,57226,LYR motif containing 2
background_gse32537_all_tested_annotated_mrna,LYRM4,LYRM4,57128,LYR motif containing 4
background_gse32537_all_tested_annotated_mrna,LYRM5,LYRM5,,
background_gse32537_all_tested_annotated_mrna,LYRM7,LYRM7,90624,LYR motif containing 7
background_gse32537_all_tested_annotated_mrna,LYRM9,LYRM9,201229,LYR motif containing 9
background_gse32537_all_tested_annotated_mrna,LYSMD2,LYSMD2,256586,LysM domain containing 2
background_gse32537_all_tested_annotated_mrna,LYST,LYST,1130,lysosomal trafficking regulator
background_gse32537_all_tested_annotated_mrna,LYVE1,LYVE1,10894,lymphatic vessel endothelial hyaluronan receptor 1
background_gse32537_all_tested_annotated_mrna,LYZ,LYZ,4069,lysozyme
background_gse32537_all_tested_annotated_mrna,LZIC,LZIC,84328,leucine zipper and CTNNBIP1 domain containing
background_gse32537_all_tested_annotated_mrna,LZTFL1,LZTFL1,54585,leucine zipper transcription factor like 1
background_gse32537_all_tested_annotated_mrna,MAATS1,MAATS1,,
background_gse32537_all_tested_annotated_mrna,MACC1,MACC1,346389,MET transcriptional regulator MACC1
background_gse32537_all_tested_annotated_mrna,MACF1,MACF1,23499,microtubule actin crosslinking factor 1
background_gse32537_all_tested_annotated_mrna,MACROD2,MACROD2,140733,mono-ADP ribosylhydrolase 2
background_gse32537_all_tested_annotated_mrna,MAD2L1,MAD2L1,4085,mitotic arrest deficient 2 like 1
background_gse32537_all_tested_annotated_mrna,MAF,MAF,4094,MAF bZIP transcription factor
background_gse32537_all_tested_annotated_mrna,MAFB,MAFB,9935,MAF bZIP transcription factor B
background_gse32537_all_tested_annotated_mrna,MAFF,MAFF,23764,MAF bZIP transcription factor F
background_gse32537_all_tested_annotated_mrna,MAFG,MAFG,4097,MAF bZIP transcription factor G
background_gse32537_all_tested_annotated_mrna,MAFK,MAFK,7975,MAF bZIP transcription factor K
background_gse32537_all_tested_annotated_mrna,MAGEA4,MAGEA4,4103,MAGE family member A4
background_gse32537_all_tested_annotated_mrna,MAGEA9B,MAGEA9B,728269,MAGE family member A9B
background_gse32537_all_tested_annotated_mrna,MAGEB6,MAGEB6,158809,MAGE family member B6
background_gse32537_all_tested_annotated_mrna,MAGEB6P1,MAGEB6P1,,
background_gse32537_all_tested_annotated_mrna,MAGED1,MAGED1,9500,MAGE family member D1
background_gse32537_all_tested_annotated_mrna,MAGED2,MAGED2,10916,MAGE family member D2
background_gse32537_all_tested_annotated_mrna,MAGED4,MAGED4,728239,MAGE family member D4
background_gse32537_all_tested_annotated_mrna,MAGEL2,MAGEL2,54551,MAGE family member L2
background_gse32537_all_tested_annotated_mrna,MAGI2,MAGI2,9863,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
background_gse32537_all_tested_annotated_mrna,MAGI3,MAGI3,260425,"membrane associated guanylate kinase, WW and PDZ domain containing 3"
background_gse32537_all_tested_annotated_mrna,MAK,MAK,4117,male germ cell associated kinase
background_gse32537_all_tested_annotated_mrna,MAK16,MAK16,84549,MAK16 homolog
background_gse32537_all_tested_annotated_mrna,MAL,MAL,4118,"mal, T cell differentiation protein (MAL blood group)"
background_gse32537_all_tested_annotated_mrna,MAL2,MAL2,114569,"mal, T cell differentiation protein 2"
background_gse32537_all_tested_annotated_mrna,MALAT1,MALAT1,378938,metastasis associated lung adenocarcinoma transcript 1
background_gse32537_all_tested_annotated_mrna,MALL,MALL,7851,"mal, T cell differentiation protein like"
background_gse32537_all_tested_annotated_mrna,MALT1,MALT1,10892,MALT1 paracaspase
background_gse32537_all_tested_annotated_mrna,MAMDC2,MAMDC2,256691,MAM domain containing 2
background_gse32537_all_tested_annotated_mrna,MAML2,MAML2,84441,mastermind like transcriptional coactivator 2
background_gse32537_all_tested_annotated_mrna,MAMLD1,MAMLD1,10046,mastermind like domain containing 1
background_gse32537_all_tested_annotated_mrna,MAN1A1,MAN1A1,4121,mannosidase alpha class 1A member 1
background_gse32537_all_tested_annotated_mrna,MAN1C1,MAN1C1,57134,mannosidase alpha class 1C member 1
background_gse32537_all_tested_annotated_mrna,MAN2A2,MAN2A2,4122,mannosidase alpha class 2A member 2
background_gse32537_all_tested_annotated_mrna,MAN2B1,MAN2B1,4125,mannosidase alpha class 2B member 1
background_gse32537_all_tested_annotated_mrna,MAN2C1,MAN2C1,4123,mannosidase alpha class 2C member 1
background_gse32537_all_tested_annotated_mrna,MANBA,MANBA,4126,mannosidase beta
background_gse32537_all_tested_annotated_mrna,MANEA,MANEA,79694,mannosidase endo-alpha
background_gse32537_all_tested_annotated_mrna,MANF,MANF,7873,mesencephalic astrocyte derived neurotrophic factor
background_gse32537_all_tested_annotated_mrna,MANSC1,MANSC1,54682,MANSC domain containing 1
background_gse32537_all_tested_annotated_mrna,MAOA,MAOA,4128,monoamine oxidase A
background_gse32537_all_tested_annotated_mrna,MAOB,MAOB,4129,monoamine oxidase B
background_gse32537_all_tested_annotated_mrna,MAP1A,MAP1A,4130,microtubule associated protein 1A
background_gse32537_all_tested_annotated_mrna,MAP1B,MAP1B,4131,microtubule associated protein 1B
background_gse32537_all_tested_annotated_mrna,MAP1LC3B2,MAP1LC3B2,643246,microtubule associated protein 1 light chain 3 beta 2
background_gse32537_all_tested_annotated_mrna,MAP1LC3C,MAP1LC3C,440738,microtubule associated protein 1 light chain 3 gamma
background_gse32537_all_tested_annotated_mrna,MAP2,MAP2,4133,microtubule associated protein 2
background_gse32537_all_tested_annotated_mrna,MAP2K1,MAP2K1,5604,mitogen-activated protein kinase kinase 1
background_gse32537_all_tested_annotated_mrna,MAP2K3,MAP2K3,5606,mitogen-activated protein kinase kinase 3
background_gse32537_all_tested_annotated_mrna,MAP2K6,MAP2K6,5608,mitogen-activated protein kinase kinase 6
background_gse32537_all_tested_annotated_mrna,MAP3K1,MAP3K1,4214,mitogen-activated protein kinase kinase kinase 1
background_gse32537_all_tested_annotated_mrna,MAP3K11,MAP3K11,4296,mitogen-activated protein kinase kinase kinase 11
background_gse32537_all_tested_annotated_mrna,MAP3K12,MAP3K12,7786,mitogen-activated protein kinase kinase kinase 12
background_gse32537_all_tested_annotated_mrna,MAP3K13,MAP3K13,9175,mitogen-activated protein kinase kinase kinase 13
background_gse32537_all_tested_annotated_mrna,MAP3K19,MAP3K19,80122,mitogen-activated protein kinase kinase kinase 19
background_gse32537_all_tested_annotated_mrna,MAP3K6,MAP3K6,9064,mitogen-activated protein kinase kinase kinase 6
background_gse32537_all_tested_annotated_mrna,MAP3K8,MAP3K8,1326,mitogen-activated protein kinase kinase kinase 8
background_gse32537_all_tested_annotated_mrna,MAP4K1,MAP4K1,11184,mitogen-activated protein kinase kinase kinase kinase 1
background_gse32537_all_tested_annotated_mrna,MAP4K2,MAP4K2,5871,mitogen-activated protein kinase kinase kinase kinase 2
background_gse32537_all_tested_annotated_mrna,MAP4K4,MAP4K4,9448,mitogen-activated protein kinase kinase kinase kinase 4
background_gse32537_all_tested_annotated_mrna,MAP6,MAP6,4135,microtubule associated protein 6
background_gse32537_all_tested_annotated_mrna,MAP7,MAP7,9053,microtubule associated protein 7
background_gse32537_all_tested_annotated_mrna,MAP7D3,MAP7D3,79649,MAP7 domain containing 3
background_gse32537_all_tested_annotated_mrna,MAP9,MAP9,79884,microtubule associated protein 9
background_gse32537_all_tested_annotated_mrna,MAPK10,MAPK10,5602,mitogen-activated protein kinase 10
background_gse32537_all_tested_annotated_mrna,MAPK13,MAPK13,5603,mitogen-activated protein kinase 13
background_gse32537_all_tested_annotated_mrna,MAPK14,MAPK14,1432,mitogen-activated protein kinase 14
background_gse32537_all_tested_annotated_mrna,MAPK15,MAPK15,225689,mitogen-activated protein kinase 15
background_gse32537_all_tested_annotated_mrna,MAPK1IP1L,MAPK1IP1L,93487,mitogen-activated protein kinase 1 interacting protein 1 like
background_gse32537_all_tested_annotated_mrna,MAPK4,MAPK4,5596,mitogen-activated protein kinase 4
background_gse32537_all_tested_annotated_mrna,MAPK6,MAPK6,5597,mitogen-activated protein kinase 6
background_gse32537_all_tested_annotated_mrna,MAPK8,MAPK8,5599,mitogen-activated protein kinase 8
background_gse32537_all_tested_annotated_mrna,MAPKAPK2,MAPKAPK2,9261,MAPK activated protein kinase 2
background_gse32537_all_tested_annotated_mrna,MAPKAPK3,MAPKAPK3,7867,MAPK activated protein kinase 3
background_gse32537_all_tested_annotated_mrna,MAPKAPK5-AS1,MAPKAPK5-AS1,51275,MAPKAPK5 antisense RNA 1
background_gse32537_all_tested_annotated_mrna,MAPRE2,MAPRE2,10982,microtubule associated protein RP/EB family member 2
background_gse32537_all_tested_annotated_mrna,MAPRE3,MAPRE3,22924,microtubule associated protein RP/EB family member 3
background_gse32537_all_tested_annotated_mrna,MARC1,MARC1,,
background_gse32537_all_tested_annotated_mrna,MARC2,MARC2,,
background_gse32537_all_tested_annotated_mrna,MARCH1,MARCH1,,
background_gse32537_all_tested_annotated_mrna,MARCH10,MARCH10,,
background_gse32537_all_tested_annotated_mrna,MARCH11,MARCH11,,
background_gse32537_all_tested_annotated_mrna,MARCH3,MARCH3,,
background_gse32537_all_tested_annotated_mrna,MARCH9,MARCH9,,
background_gse32537_all_tested_annotated_mrna,MARCKS,MARCKS,4082,myristoylated alanine rich protein kinase C substrate
background_gse32537_all_tested_annotated_mrna,MARCO,MARCO,8685,macrophage receptor with collagenous structure
background_gse32537_all_tested_annotated_mrna,MARK1,MARK1,4139,microtubule affinity regulating kinase 1
background_gse32537_all_tested_annotated_mrna,MARS,MARS,,
background_gse32537_all_tested_annotated_mrna,MARVELD2,MARVELD2,153562,MARVEL domain containing 2
background_gse32537_all_tested_annotated_mrna,MAS1L,MAS1L,116511,"MAS1 proto-oncogene like, G protein-coupled receptor"
background_gse32537_all_tested_annotated_mrna,MASP1,MASP1,5648,MBL associated serine protease 1
background_gse32537_all_tested_annotated_mrna,MASTL,MASTL,84930,microtubule associated serine/threonine kinase like
background_gse32537_all_tested_annotated_mrna,MAT2A,MAT2A,4144,methionine adenosyltransferase 2A
background_gse32537_all_tested_annotated_mrna,MATN2,MATN2,4147,matrilin 2
background_gse32537_all_tested_annotated_mrna,MATN3,MATN3,4148,matrilin 3
background_gse32537_all_tested_annotated_mrna,MB21D1,MB21D1,,
background_gse32537_all_tested_annotated_mrna,MB21D2,MB21D2,151963,Mab-21 domain containing 2
background_gse32537_all_tested_annotated_mrna,MBD3L1,MBD3L1,85509,methyl-CpG binding domain protein 3 like 1
background_gse32537_all_tested_annotated_mrna,MBD6,MBD6,114785,methyl-CpG binding domain protein 6
background_gse32537_all_tested_annotated_mrna,MBIP,MBIP,51562,MAP3K12 binding inhibitory protein 1
background_gse32537_all_tested_annotated_mrna,MBOAT1,MBOAT1,154141,membrane bound glycerophospholipid O-acyltransferase 1
background_gse32537_all_tested_annotated_mrna,MBOAT2,MBOAT2,129642,membrane bound glycerophospholipid O-acyltransferase 2
background_gse32537_all_tested_annotated_mrna,MBTD1,MBTD1,54799,mbt domain containing 1
background_gse32537_all_tested_annotated_mrna,MCAM,MCAM,4162,melanoma cell adhesion molecule
background_gse32537_all_tested_annotated_mrna,MCCC1,MCCC1,56922,methylcrotonyl-CoA carboxylase subunit 1
background_gse32537_all_tested_annotated_mrna,MCEMP1,MCEMP1,199675,mast cell expressed membrane protein 1
background_gse32537_all_tested_annotated_mrna,MCF2L,MCF2L,23263,MCF.2 cell line derived transforming sequence like
background_gse32537_all_tested_annotated_mrna,MCFD2,MCFD2,90411,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit"
background_gse32537_all_tested_annotated_mrna,MCL1,MCL1,4170,"MCL1 apoptosis regulator, BCL2 family member"
background_gse32537_all_tested_annotated_mrna,MCM4,MCM4,4173,minichromosome maintenance complex component 4
background_gse32537_all_tested_annotated_mrna,MCM5,MCM5,4174,minichromosome maintenance complex component 5
background_gse32537_all_tested_annotated_mrna,MCM6,MCM6,4175,minichromosome maintenance complex component 6
background_gse32537_all_tested_annotated_mrna,MCM8,MCM8,84515,minichromosome maintenance 8 homologous recombination repair factor
background_gse32537_all_tested_annotated_mrna,MCM9,MCM9,254394,minichromosome maintenance 9 homologous recombination repair factor
background_gse32537_all_tested_annotated_mrna,MCOLN1,MCOLN1,57192,mucolipin TRP cation channel 1
background_gse32537_all_tested_annotated_mrna,MCOLN2,MCOLN2,255231,mucolipin TRP cation channel 2
background_gse32537_all_tested_annotated_mrna,MCOLN3,MCOLN3,55283,mucolipin TRP cation channel 3
background_gse32537_all_tested_annotated_mrna,MCTP1,MCTP1,79772,multiple C2 and transmembrane domain containing 1
background_gse32537_all_tested_annotated_mrna,MCTP2,MCTP2,55784,multiple C2 and transmembrane domain containing 2
background_gse32537_all_tested_annotated_mrna,MCTS1,MCTS1,28985,MCTS1 re-initiation and release factor
background_gse32537_all_tested_annotated_mrna,MCU,MCU,90550,mitochondrial calcium uniporter
background_gse32537_all_tested_annotated_mrna,MCUR1,MCUR1,63933,mitochondrial calcium uniporter regulator 1
background_gse32537_all_tested_annotated_mrna,MDGA1,MDGA1,266727,MAM domain containing glycosylphosphatidylinositol anchor 1
background_gse32537_all_tested_annotated_mrna,MDH1,MDH1,4190,malate dehydrogenase 1
background_gse32537_all_tested_annotated_mrna,MDH1B,MDH1B,130752,malate dehydrogenase 1B
background_gse32537_all_tested_annotated_mrna,MDK,MDK,4192,midkine
background_gse32537_all_tested_annotated_mrna,MDM1,MDM1,,
background_gse32537_all_tested_annotated_mrna,MDM2,MDM2,4193,MDM2 proto-oncogene
background_gse32537_all_tested_annotated_mrna,MDM4,MDM4,4194,MDM4 regulator of p53
background_gse32537_all_tested_annotated_mrna,ME1,ME1,4199,malic enzyme 1
background_gse32537_all_tested_annotated_mrna,ME2,ME2,4200,malic enzyme 2
background_gse32537_all_tested_annotated_mrna,MECOM,MECOM,2122,MDS1 and EVI1 complex locus
background_gse32537_all_tested_annotated_mrna,MED10,MED10,84246,mediator complex subunit 10
background_gse32537_all_tested_annotated_mrna,MED21,MED21,9412,mediator complex subunit 21
background_gse32537_all_tested_annotated_mrna,MED4,MED4,29079,mediator complex subunit 4
background_gse32537_all_tested_annotated_mrna,MED7,MED7,9443,mediator complex subunit 7
background_gse32537_all_tested_annotated_mrna,MEDAG,MEDAG,84935,mesenteric estrogen dependent adipogenesis
background_gse32537_all_tested_annotated_mrna,MEF2C,MEF2C,4208,myocyte enhancer factor 2C
background_gse32537_all_tested_annotated_mrna,MEFV,MEFV,4210,"MEFV innate immunity regulator, pyrin"
background_gse32537_all_tested_annotated_mrna,MEG3,MEG3,55384,maternally expressed 3
background_gse32537_all_tested_annotated_mrna,MEGF6,MEGF6,1953,multiple EGF like domains 6
background_gse32537_all_tested_annotated_mrna,MEGF8,MEGF8,1954,multiple EGF like domains 8
background_gse32537_all_tested_annotated_mrna,MEGF9,MEGF9,1955,multiple EGF like domains 9
background_gse32537_all_tested_annotated_mrna,MEIG1,MEIG1,644890,meiosis/spermiogenesis associated 1
background_gse32537_all_tested_annotated_mrna,MEIS1,MEIS1,4211,Meis homeobox 1
background_gse32537_all_tested_annotated_mrna,MEIS2,MEIS2,4212,Meis homeobox 2
background_gse32537_all_tested_annotated_mrna,MELK,MELK,9833,maternal embryonic leucine zipper kinase
background_gse32537_all_tested_annotated_mrna,MEOX1,MEOX1,4222,mesenchyme homeobox 1
background_gse32537_all_tested_annotated_mrna,MEOX2,MEOX2,4223,mesenchyme homeobox 2
background_gse32537_all_tested_annotated_mrna,MERTK,MERTK,10461,"MER proto-oncogene, tyrosine kinase"
background_gse32537_all_tested_annotated_mrna,MEST,MEST,4232,mesoderm specific transcript
background_gse32537_all_tested_annotated_mrna,MET,MET,4233,"MET proto-oncogene, receptor tyrosine kinase"
background_gse32537_all_tested_annotated_mrna,METRNL,METRNL,284207,"meteorin like, glial cell differentiation regulator"
background_gse32537_all_tested_annotated_mrna,METTL1,METTL1,4234,"methyltransferase 1, tRNA methylguanosine"
background_gse32537_all_tested_annotated_mrna,METTL10,METTL10,,
background_gse32537_all_tested_annotated_mrna,METTL14,METTL14,57721,"methyltransferase 14, N6-adenosine-methyltransferase non-catalytic subunit"
background_gse32537_all_tested_annotated_mrna,METTL15,METTL15,196074,"methyltransferase 15, mitochondrial 12S rRNA N4-cytidine"
background_gse32537_all_tested_annotated_mrna,METTL16,METTL16,79066,"methyltransferase 16, RNA N6-adenosine"
background_gse32537_all_tested_annotated_mrna,METTL18,METTL18,92342,"methyltransferase 18, RPL3 N3(tau)-histidine"
background_gse32537_all_tested_annotated_mrna,METTL23,METTL23,124512,"methyltransferase 23, arginine"
background_gse32537_all_tested_annotated_mrna,METTL24,METTL24,728464,methyltransferase like 24
background_gse32537_all_tested_annotated_mrna,METTL25,METTL25,84190,methyltransferase like 25
background_gse32537_all_tested_annotated_mrna,METTL2B,METTL2B,55798,"methyltransferase 2B, tRNA N3-cytidine"
background_gse32537_all_tested_annotated_mrna,METTL6,METTL6,131965,"methyltransferase 6, tRNA N3-cytidine"
background_gse32537_all_tested_annotated_mrna,METTL7A,METTL7A,,
background_gse32537_all_tested_annotated_mrna,METTL7B,METTL7B,,
background_gse32537_all_tested_annotated_mrna,MFAP2,MFAP2,4237,microfibril associated protein 2
background_gse32537_all_tested_annotated_mrna,MFAP3,MFAP3,4238,microfibril associated protein 3
background_gse32537_all_tested_annotated_mrna,MFAP4,MFAP4,4239,microfibril associated protein 4
background_gse32537_all_tested_annotated_mrna,MFAP5,MFAP5,8076,microfibril associated protein 5
background_gse32537_all_tested_annotated_mrna,MFGE8,MFGE8,4240,milk fat globule EGF and factor V/VIII domain containing
background_gse32537_all_tested_annotated_mrna,MFHAS1,MFHAS1,9258,multifunctional ROCO family signaling regulator 1
background_gse32537_all_tested_annotated_mrna,MFN1,MFN1,55669,mitofusin 1
